"Yield","sample"
7.97490333333333,1
7.66838,2
7.97490333333333,3
7.97490333333333,4
7.97490333333333,5
7.90580333333333,6
7.97490333333333,7
8.19781,8
7.97490333333333,9
7.83680666666667,10
7.99312,11
7.98444333333333,12
7.43385666666667,13
7.97490333333333,14
7.65101,15
8.22523333333333,16
8.17548333333333,17
7.7866,18
7.97531666666667,19
7.97784,20
7.97490333333333,21
7.97992,22
7.5569,23
7.97490333333333,24
7.97490333333333,25
6.90346,26
7.96124666666667,27
7.97490333333333,28
7.70211333333333,29
7.97611,30
7.91588,31
7.9779,32
7.97413666666667,33
7.98059,34
6.60463333333333,35
6.56751666666667,36
6.56751666666667,37
6.56751666666667,38
6.62172,39
6.56751666666667,40
6.40196333333333,41
6.56751666666667,42
6.6851,43
6.55023666666667,44
6.55618,45
7.11425666666667,46
6.56751666666667,47
6.38073666666667,48
5.95892666666667,49
6.25346333333333,50
6.77993,51
6.56743333333333,52
6.56559333333333,53
6.56751666666667,54
6.56359666666667,55
6.51832333333333,56
6.56751666666667,57
6.56751666666667,58
7.7322,59
6.56751666666667,60
6.56751666666667,61
6.53851333333333,62
6.56578666666667,63
6.60387333333333,64
6.55566666666667,65
6.56767333333333,66
6.56237666666667,67
6.56751666666667,68
6.35437666666667,69
6.44555,70
6.35437666666667,71
6.35437666666667,72
6.35437666666667,73
6.40841,74
6.35437666666667,75
6.53766666666667,76
6.35437666666667,77
6.68671666666667,78
6.35128,79
6.34164,80
6.64120333333333,81
6.3577,82
6.07403,83
6.27201333333333,84
6.06625,85
7.0091,86
6.35452,87
6.39759666666667,88
6.35437666666667,89
6.25338666666667,90
6.35826,91
6.35437666666667,92
6.35437666666667,93
7.00729333333333,94
6.35235,95
6.35437666666667,96
6.26756333333333,97
6.35354666666667,98
6.34891333333333,99
6.36196666666667,100
6.35428333333333,101
6.35878,102
7.99837666666667,103
8.50756666666667,104
8.50779666666667,105
8.50756666666667,106
8.41664666666667,107
8.50756666666667,108
8.22709,109
8.50756666666667,110
8.14640333333333,111
8.51193,112
8.51735,113
8.22946,114
8.43764,115
8.65119666666667,116
8.53968333333333,117
8.86197666666667,118
7.94121666666667,119
8.50712666666667,120
8.45554,121
8.50756666666667,122
8.64326333333333,123
7.43263666666667,124
8.50756666666667,125
8.50756666666667,126
7.87224333333333,127
8.53809,128
8.50756666666667,129
8.57077333333333,130
8.50935666666667,131
8.43101333333333,132
8.51708333333333,133
8.50769333333333,134
8.49916,135
8.50756666666667,136
6.48861,137
6.82709333333333,138
6.48861,139
6.48861,140
6.48861,141
6.48357333333333,142
6.48861,143
6.46199,144
6.48861,145
6.60672666666667,146
6.48401666666667,147
6.49114666666667,148
6.63026333333333,149
6.48861,150
6.64531,151
6.48269,152
6.54966333333333,153
6.58966,154
6.48865333333333,155
6.48174333333333,156
6.48861,157
6.56836,158
6.62079,159
6.48861,160
6.48861,161
6.48755333333333,162
6.4618,163
6.48861,164
6.50692333333333,165
6.48870333333333,166
6.57925333333333,167
6.48290333333333,168
6.49433,169
6.50474333333333,170
7.03772666666667,171
7.57657666666667,172
7.57657666666667,173
7.57538666666667,174
7.58303,175
7.57657666666667,176
7.60988333333333,177
7.57657666666667,178
7.44541333333333,179
7.57861666666667,180
7.57428333333333,181
7.41726666666667,182
7.57657666666667,183
7.55696333333333,184
7.77560666666667,185
7.56588666666667,186
7.46275666666667,187
7.5762,188
7.58799666666667,189
7.57657666666667,190
7.52731,191
7.59169333333333,192
7.57657666666667,193
7.57657666666667,194
7.57807333333333,195
7.60502,196
7.57656666666667,197
7.58678,198
7.57646,199
7.53742666666667,200
7.58698333333333,201
7.57234333333333,202
7.55863333333333,203
7.57657666666667,204
7.71554333333333,205
7.48623666666667,206
7.71554333333333,207
7.71554333333333,208
7.71554333333333,209
7.70966,210
7.71554333333333,211
7.68792666666667,212
7.71554333333333,213
7.31298666666667,214
7.70748333333333,215
7.72319333333333,216
7.39747333333333,217
7.75428,218
8.00915666666667,219
7.12339666666667,220
7.84220666666667,221
7.23924666666667,222
7.71638333333333,223
7.72755,224
7.71554333333333,225
7.71902666666667,226
7.63155333333333,227
7.71554333333333,228
7.71554333333333,229
7.70788,230
7.70649,231
7.71554333333333,232
7.69052333333333,233
7.71566666666667,234
7.63755333333333,235
7.70749,236
7.70666,237
7.70524,238
6.56455,239
6.34603666666667,240
6.34603666666667,241
6.34603666666667,242
6.35084,243
6.34603666666667,244
6.36886333333333,245
6.34603666666667,246
6.70152333333333,247
6.35029333333333,248
6.34481666666667,249
6.61646333333333,250
6.31184333333333,251
5.73668333333333,252
6.60374333333333,253
6.29823333333333,254
6.69508333333333,255
6.34563666666667,256
6.34257,257
6.34603666666667,258
6.34381,259
6.37337,260
6.34603666666667,261
6.34603666666667,262
6.35292,263
6.35065666666667,264
6.34603666666667,265
6.35442333333333,266
6.34557333333333,267
6.38481333333333,268
6.35700333333333,269
6.34916,270
6.35002333333333,271
6.34603666666667,272
6.98429,273
6.88126666666667,274
6.98429,275
6.98429,276
6.98429,277
6.97728666666667,278
6.98429,279
7.07309,280
6.98429,281
7.21693666666667,282
7.00148333333333,283
6.90554,284
6.95881333333333,285
6.98429,286
7.31282666666667,287
7.97846333333333,288
7.06149666666667,289
6.69590666666667,290
6.96757333333333,291
6.96910666666667,292
6.98429,293
7.00556666666667,294
7.22966,295
6.98429,296
6.98429,297
6.98116,298
6.96334,299
6.98429,300
6.97775666666667,301
6.98641,302
7.11321,303
6.98588666666667,304
6.98949333333333,305
6.99240333333333,306
7.70461,307
7.64201666666667,308
7.64201666666667,309
7.64201666666667,310
7.6504,311
7.64201666666667,312
7.54233,313
7.64201666666667,314
7.40765666666667,315
7.63824666666667,316
7.66000333333333,317
7.66445333333333,318
7.64201666666667,319
7.62902666666667,320
7.14865,321
7.57783333333333,322
8.26684,323
7.64857,324
7.67109333333333,325
7.64201666666667,326
7.59304333333333,327
7.63141333333333,328
7.64201666666667,329
7.64201666666667,330
7.64505333333333,331
7.66515666666667,332
7.64201666666667,333
7.64495333333333,334
7.63787666666667,335
7.68628333333333,336
7.63835666666667,337
7.63458666666667,338
7.62976333333333,339
7.64201666666667,340
6.24874333333333,341
6.20306,342
6.24874333333333,343
6.24874333333333,344
6.24874333333333,345
6.24277,346
6.24874333333333,347
5.91906333333333,348
6.24874333333333,349
6.05669333333333,350
6.25459333333333,351
6.26064333333333,352
6.17711333333333,353
6.32399666666667,354
6.83842666666667,355
