"Yield","sample"
6.27985,1
5.94587333333333,2
6.27985,3
6.27985,4
6.27985,5
6.19170333333333,6
6.27985,7
6.49867666666667,8
6.27985,9
6.18319,10
6.27153333333333,11
6.29242666666667,12
5.93590666666667,13
6.27985,14
5.76148666666667,15
6.83551,16
6.65356666666667,17
6.14651,18
6.28033666666667,19
6.27995,20
6.27985,21
6.28054,22
6.26079666666667,23
6.27985,24
6.27985,25
5.54754,26
6.26493333333333,27
6.27985,28
5.69104333333333,29
6.28072666666667,30
6.20975,31
6.28042,32
6.27977333333333,33
6.28295666666667,34
5.84924333333333,35
5.77135666666667,36
5.77135666666667,37
5.77135666666667,38
5.85485333333333,39
5.77135666666667,40
5.58581333333333,41
5.77135666666667,42
5.86243666666667,43
5.71969,44
5.73419666666667,45
6.15449666666667,46
5.77135666666667,47
5.74394,48
4.72713666666667,49
5.38348,50
5.96724666666667,51
5.7712,52
5.77126333333333,53
5.77135666666667,54
5.76867,55
5.53017333333333,56
5.77135666666667,57
5.77135666666667,58
6.75048333333333,59
5.77135666666667,60
5.77135666666667,61
5.85210333333333,62
5.77027333333333,63
5.82107,64
5.76071,65
5.77149333333333,66
5.76666666666667,67
5.77135666666667,68
5.65439333333333,69
5.78299666666667,70
5.65439333333333,71
5.65439333333333,72
5.65439333333333,73
5.73847,74
5.65439333333333,75
5.86489333333333,76
5.65439333333333,77
5.90409,78
5.65366,79
5.64385666666667,80
5.83787333333333,81
5.62862666666667,82
5.52491666666667,83
5.46999333333333,84
5.34219666666667,85
6.24735333333333,86
5.65420333333333,87
5.70465666666667,88
5.65439333333333,89
5.58395333333333,90
5.25334,91
5.65439333333333,92
5.65439333333333,93
6.12921333333333,94
5.65053333333333,95
5.65439333333333,96
5.69162333333333,97
5.65315333333333,98
5.61977666666667,99
5.67393333333333,100
5.66657666666667,101
5.67344666666667,102
6.54367,103
7.02805,104
7.02805,105
7.02805,106
6.90849666666667,107
7.02805,108
6.74612,109
7.02805,110
6.77782666666667,111
7.0333,112
7.04265666666667,113
6.85372333333333,114
6.99910666666667,115
6.91319666666667,116
7.15120666666667,117
7.46403666666667,118
6.52445666666667,119
7.02718666666667,120
6.9768,121
7.02805,122
7.11433333333333,123
6.57315,124
7.02805,125
7.02805,126
6.60923666666667,127
7.0549,128
7.02805,129
6.97263333333333,130
7.02974333333333,131
7.02418666666667,132
7.01663333333333,133
7.02825333333333,134
7.02027,135
7.02805,136
5.23167333333333,137
5.59383,138
5.23167333333333,139
5.23167333333333,140
5.23167333333333,141
5.22486333333333,142
5.23167333333333,143
5.20399333333333,144
5.23167333333333,145
5.31432333333333,146
5.23054,147
5.23204666666667,148
5.33807666666667,149
5.23167333333333,150
5.13382333333333,151
5.16903666666667,152
5.37205333333333,153
5.29363666666667,154
5.23221,155
5.22834333333333,156
5.23167333333333,157
5.30239,158
5.31250666666667,159
5.23167333333333,160
5.23167333333333,161
5.23100666666667,162
5.20714,163
5.23167333333333,164
5.23512,165
5.23173,166
5.29642,167
5.22548,168
5.23847666666667,169
5.24582333333333,170
5.34748,171
5.84507666666667,172
5.84507666666667,173
5.84507666666667,174
5.85358333333333,175
5.84507666666667,176
5.87811,177
5.84507666666667,178
5.75814666666667,179
5.84736333333333,180
5.84350333333333,181
5.72535333333333,182
5.84507666666667,183
6.03931,184
6.10314333333333,185
5.66992333333333,186
5.71695666666667,187
5.84442666666667,188
5.8516,189
5.84507666666667,190
5.81716333333333,191
5.88503666666667,192
5.84507666666667,193
5.84507666666667,194
5.84599666666667,195
5.86959333333333,196
5.84507666666667,197
5.85412333333333,198
5.84497,199
5.78229333333333,200
5.85591666666667,201
5.83854666666667,202
5.82808666666667,203
5.84507666666667,204
5.64659666666667,205
5.25861333333333,206
